,Unnamed: 0,author,statement,source,target,BinaryTarget,BinaryNumTarget
1966,1966,Stephen Koff,"""Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.""",John Boehner,True,REAL,1
1967,1967,Wes Hester,New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,Pat Mullins,True,REAL,1
1968,1968,Tom Feran,"Says the 3C Corridor train would have taken  ""an hour and 15 minutes longer"" to carry passengers across Ohio ""than it would have taken on a New York Central train in 1935.""",Brent Larkin,True,REAL,1
1969,1969,Tom Feran,"""It's taken more time to complete the Towpath Trail than it did to build the (Ohio & Erie) Canal.""",Dan Moore,True,REAL,1
1970,1970,• January,"""I stopped requesting earmarks in 2008.""",Michael McCaul,True,REAL,1
1971,1971,Willoughby Mariano,State governments have little ability to stimulate job growth in the short run.,David Wyss,True,REAL,1
1972,1972,Dave Umhoefer,"""I never proposed privatizing the (Milwaukee County) airport.""",Jeff Stone,True,REAL,1
1973,1973,Reginald Fields,"""We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.""",Ted Strickland,True,REAL,1
1974,1974,Warren Fiske,Proposed federal regulations would affect every street sign in the country,William Howell,True,REAL,1
1975,1975,• December,"Texas ""children may have a teacher who never spent one minute practicing teaching.""",Mike Villarreal,True,REAL,1
1976,1976,Amy Sherman,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",Dean Cannon,True,REAL,1
1977,1977,Janie Har,Four out of 10 homicides are committed by gun in this city.,Sam Adams,True,REAL,1
1978,1978,Amy Sherman,"""You can go to Georgia and make about $6,000 more a year as a teacher.""",Martin Kiar,True,REAL,1
1979,1979,James B.,"The Milwaukee business community ""did not speak about the facts"" -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.",Talgo Inc.,True,REAL,1
1980,1980,Tom Kertscher,"Earmarks requested in a federal spending bill included  ""$277,000 for potato pest management in Wisconsin.""",John McCain,True,REAL,1
1981,1981,Willoughby Mariano,"""Every student paying out-of-state tuition actually covers more than the cost of instruction.""",James Jolly,True,REAL,1
1982,1982,W. Gardner,"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",George W. Bush,True,REAL,1
1983,1983,Louis Jacobson,"""When Social Security was passed, there were all kinds of lawsuits,"" just as there have been in the legal battle over the new health care law.",Barack Obama,True,REAL,1
1984,1984,Robert Farley,"Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax.""",Bernie Sanders,True,REAL,1
1985,1985,Eric Stirgus,"The Atlanta Braves are ""the oldest continuously operating professional sports franchise in America.""",Atlanta Braves,True,REAL,1
1986,1986,Amy Sherman,"""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.""",Debbie Wasserman Schultz,True,REAL,1
1987,1987,Louis Jacobson,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",Bernie Sanders,True,REAL,1
1988,1988,Ian K.,"Oregonians have an ""amazing no-cost way to fight abortion"" with free political donations",Oregon Right to Life PAC,True,REAL,1
1989,1989,Mark Naymik,"""I think [a little] less than half of the people in our prisons are in there for less than a year.  ... We have people who are check kiters and don't pay child support and we are locking them up in the state pen.""",John Kasich,True,REAL,1
1990,1990,Wes Hester,The national debt grew an estimated $15 billion last weekend.,Mark Warner,True,REAL,1
1991,1991,Joe Guillen,"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",Jim Zehringer,True,REAL,1
1992,1992,Aaron Sharockman,"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",Alex Sink,True,REAL,1
1993,1993,Aaron Sharockman,Says the military accounts for about 10 percent of Florida's economy.,Rick Scott,True,REAL,1
1994,1994,Jim Tharpe,Said Republicans made historic gains in state legislatures during last month’s election,National Review,True,REAL,1
1995,1995,Aaron Sharockman,"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.""",Ronda Storms,True,REAL,1
1996,1996,Wes Hester,"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",Bob McDonnell,True,REAL,1
1997,1997,Tom Kertscher,"In Wisconsin, ""deaths from domestic violence are at the highest in 10 years.""",Gwen Moore,True,REAL,1
1998,1998,Louis Jacobson,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",Mike Mullen,True,REAL,1
1999,1999,Edward Fitzpatrick,"""We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.""",Jamie Samons,True,REAL,1
2000,2000,Tom Feran,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",John Boehner,True,REAL,1
2001,2001,W. Gardner,"""More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.""",Todd Staples,True,REAL,1
2002,2002,Joe Guillen,"""Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.""",Ohio Department of Transportation,True,REAL,1
2003,2003,Tom Kertscher,"""Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate"" the governor’s mansion.",Bob Wirch,True,REAL,1
2004,2004,C. Eugene,"""The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.""",Sheldon Whitehouse,True,REAL,1
2005,2005,Ian K.,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,Crime Victims United of Oregon,True,REAL,1
2006,2006,Aaron Sharockman,"The radiation coming from the new TSA body scanners is ""equivalent to about three minutes' worth of air travel by anybody, say, at 30,000 feet.""",John Pistole,True,REAL,1
2007,2007,Tom Feran,"""Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.""",Tim Ryan,True,REAL,1
2008,2008,Amy Sherman,"""Nobody has played clips over and over ... of President Obama (saying), 'If they bring a knife to the fight, we'll bring a gun.' """,Joyce Kaufman,True,REAL,1
2009,2009,Ciara O'Rourke,"""The (federal) debt is growing by more than $4 billion a day.""",Rick Perry,True,REAL,1
2010,2010,Aaron Sharockman,"""Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.""",Steven Schale,True,REAL,1
2011,2011,Joe Guillen,"""We haven’t had control of the House for the last two years and it’s been malfunctioning. We had 109 sessions scheduled and held 49.""",William G. Batchelder,True,REAL,1
2012,2012,Louis Jacobson,"Federal spending is ""the highest it's been as a share of our economy in 60 years (and) revenue is the lowest it's been as a share of our economy in 60 years.""",Kent Conrad,True,REAL,1
2013,2013,Louis Jacobson,"""We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So we've taken 5 percent away from the private sector.""",Rand Paul,True,REAL,1
2014,2014,Stephen Koff,Says that the federal gas tax has not been raised since 1993.,George Voinovich,True,REAL,1
2015,2015,James B.,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin.""",Tom Barrett,True,REAL,1
2016,2016,Sabrina Eaton,"Electric utility FirstEnergy's annual revenues are greater ""than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.""",Marcy Kaptur,True,REAL,1
2017,2017,Eric Stirgus,"""Animal abuse is often an indicative trait of future acts of violence against humans.""",Robert Brown,True,REAL,1
2018,2018,Sabrina Eaton,Says that the new financial services law requires 358 regulatory filings.,John Boehner,True,REAL,1
2019,2019,Willoughby Mariano,"""Georgia has the second-highest rate of childhood obesity in the United States.""",Children's Healthcare of Atlanta,True,REAL,1
2020,2020,Wes Hester,"""The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.""",Eric Cantor,True,REAL,1
2021,2021,Louis Jacobson,"Members of Congress did not have three days to read the bill ""when the stimulus was rushed into law.""",John Boehner,True,REAL,1
2022,2022,Robert Farley,"Sen. Harry Reid voted ""against declaring English our national language, twice.""",Sharron Angle,True,REAL,1
2023,2023,Joe Guillen,"""Decorated Marine, two-tour Iraq war vet.""",Josh Mandel,True,REAL,1
2024,2024,Janie Har,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,Promote Oregon Leadership PAC (Oregon House Republicans),True,REAL,1
2025,2025,Martha M.,"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",Barack Obama,True,REAL,1
2026,2026,Robert Farley,"As CEO of WWE, Linda McMahon ""was caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.",Democratic Senatorial Campaign Committee,True,REAL,1
2027,2027,Aaron Sharockman,"""Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.""",Rick Scott,True,REAL,1
2028,2028,Tom Kertscher,"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.""",Tom Barrett,True,REAL,1
2029,2029,Ciara O'Rourke,"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",Donna Campbell,True,REAL,1
2030,2030,Meghan Ashford-Grooms,"""More Texans have new jobs today than the entire population of Fort Worth.""",Rick Perry,True,REAL,1
2031,2031,Becky Bowers,"""I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.""",Charlie Crist,True,REAL,1
2032,2032,Becky Bowers,"Says Marco Rubio said that ""people who essentially don't agree with him, ought to leave the country, like Keith Olbermann.""",Charlie Crist,True,REAL,1
2033,2033,Pat Gillespie,"Lizbeth Benacquisto ""broke election law 105 times, hiding special interest contributors.""",Kevin Rader,True,REAL,1
2034,2034,Dave Umhoefer,"Says Ron Johnson ""likes to say there are too many lawyers in the Senate – 57. He’d be the 70th millionaire.""",Russ Feingold,True,REAL,1
2035,2035,Joe Guillen,"""Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.""",Maryellen O'Shaughnessy,True,REAL,1
2036,2036,Angie Drobnic,"Ken Buck wants to ""outlaw abortion, even in cases of rape or incest.""",Michael Bennet,True,REAL,1
2037,2037,Cynthia Needham,His biography says he was the top ROTC officer in the nation.,John Robitaille,True,REAL,1
2038,2038,Louis Jacobson,New Castle County's unemployment rate has not almost doubled in the last two years.,Chris Coons,True,REAL,1
2039,2039,Angie Drobnic,"John Raese's wife ""is registered to vote in Florida so she can't even vote for him.""",Joe Manchin,True,REAL,1
2040,2040,Stephen Koff,"Since the stimulus package was passed, ""Ohio’s lost over 100,000 more jobs.""",Rob Portman,True,REAL,1
2041,2041,W. Gardner,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",Hank Gilbert,True,REAL,1
2042,2042,Ian K.,"Says ""Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregon's children.""",Blue Oregon,True,REAL,1
2043,2043,Ciara O'Rourke,"""I said no to these big bank bailouts.""",Lloyd Doggett,True,REAL,1
2044,2044,Louis Jacobson,"""Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.""",Alan Grayson,True,REAL,1
2045,2045,Tom Kertscher,"Since being elected in 2002, Scott Walker has ""given back over $370,000 of his salary to the county.""",Scott Walker,True,REAL,1
2046,2046,C. Eugene,"""Rhode Island has a very generous unemployment compensation rate compared to most other states.""",John Robitaille,True,REAL,1
2047,2047,W. Gardner,"""Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.""",Mark Hinkle,True,REAL,1
2048,2048,Tom Feran,"""An organized crime syndicate was extorting money from his (Tom Ganley’s) business, threatening his family, but he fought back and won the FBI's highest civilian award""",Tom Ganley,True,REAL,1
2049,2049,Joe Guillen,"""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.""",Dave Yost,True,REAL,1
2050,2050,W. Gardner,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,Todd Staples,True,REAL,1
2051,2051,Ciara O'Rourke,"""We've created more than 850,000 jobs, more than all the other states combined.""",Rick Perry,True,REAL,1
2052,2052,Louis Jacobson,"Children born today will carry a $30,000 share of the national debt.",Citizens for the Republic,True,REAL,1
2053,2053,Angie Drobnic,"""There's a big chunk of the country that thinks that I have been too soft on Wall Street.""",Barack Obama,True,REAL,1
2054,2054,Aaron Sharockman,"Ed Schultz said Alan Grayson is ""what it's all about.""",Alan Grayson,True,REAL,1
2055,2055,Robert Farley,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",John Dennis,True,REAL,1
2056,2056,Amy Sherman,"""Florida ranks last in the ratio of employees to residents... And Florida is dead last in the nation in state employee payroll expenditures per resident.""",Alex Sink,True,REAL,1
2057,2057,Sabrina Eaton,"""I don’t understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.""",John Boccieri,True,REAL,1
2058,2058,Meghan Ashford-Grooms,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,Larry Gonzales,True,REAL,1
2059,2059,Ciara O'Rourke,Says State Rep. Kristi Thibaut was an ACORN lobbyist.,Republican Party of Texas,True,REAL,1
2060,2060,Reginald Fields,"Ohio today has the ""fewest number of state employees since the Reagan administration.""",Yvette McGee Brown,True,REAL,1
2061,2061,Aaron Sharockman,"Jennifer Carroll is the ""first African-American Republican woman to be part of a statewide ticket in Florida.""",Rick Scott,True,REAL,1
2062,2062,Louis Jacobson,"Sharron Angle ""would eliminate the Department of Education.""",Harry Reid,True,REAL,1
2063,2063,Meghan Ashford-Grooms,Says a highway was closed in El Paso because of bullets flying across the border.,Greg Abbott,True,REAL,1
2064,2064,Amy Sherman,"""Florida is 49th in per capita spending on mental health care.""",Bud Chiles,True,REAL,1
2065,2065,Stephen Koff,"Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.""",John Boehner,True,REAL,1
2066,2066,Eric Stirgus,"Michael Thurmond ""authored major legislation that has provided more than $250 million in tax relief to Georgia’s senior citizens and working families.""",Michael Thurmond,True,REAL,1
2067,2067,Lukas Pleva,"""The federal government is now on track"" for the second-largest budget deficit ""in 65 years.""",Glenn Beck,True,REAL,1
2068,2068,Meghan Ashford-Grooms,Says most of Perry's chiefs of staff have been lobbyists.,Bill White,True,REAL,1
2069,2069,C. Eugene,"In Rhode Island ""there are 150 different pension plans for public workers.""","Kernan ""Kerry"" King",True,REAL,1
2070,2070,C. Eugene,"""(I) helped to invent a system that saved over a billion dollars on welfare.""",Kenneth Block,True,REAL,1
2071,2071,Robert Farley,"""There is already a mosque four blocks away.""",Michael Bloomberg,True,REAL,1
2072,2072,Aaron Sharockman,"Kendrick Meek claims he's the only candidate who said Sonia Sotomayor ""will make an excellent Supreme Court justice.""",Kendrick Meek,True,REAL,1
2073,2073,Ciara O'Rourke,Says Barack Obama didn't keep his promise to have an immigration bill in his first year.,Jerry Patterson,True,REAL,1
2074,2074,Louis Jacobson,"""U.S. taxpayers are being forced to fund Feisal Abdul Rauf’s trip to the Middle East.""",Ileana Ros-Lehtinen,True,REAL,1
2075,2075,Aaron Sharockman,"""Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.""",Kendrick Meek,True,REAL,1
2076,2076,Lukas Pleva,"""In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.""",Eddie Bernice Johnson,True,REAL,1
2077,2077,Ciara O'Rourke,"""The unemployment rate for folks who've never gone to college is almost double what it is for those who have.""",Barack Obama,True,REAL,1
2078,2078,Willoughby Mariano,"This year, Newt Gingrich ""has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.""",Esquire magazine,True,REAL,1
2079,2079,Alex Holt,"""The overall fact about illegal immigration is that it's not actually getting worse.""",Rachel Maddow,True,REAL,1
2080,2080,Aaron Sharockman,"""I've taken on the federal government and won.""",Jeff Kottkamp,True,REAL,1
2081,2081,Joe Guillen,"""I’ve even cut my own salary -- twice.""",Kevin Boyce,True,REAL,1
2082,2082,Eric Stirgus,"Exporters are using a federal loophole to ""deceptively sell products made from cat and dog fur"" to U.S. consumers.",Hank Johnson,True,REAL,1
2083,2083,Angie Drobnic,"About 106,000 soldiers had ""a prescription of three weeks or more"" for pain, depression or anxiety medication.",Gen. Peter Chiarelli,True,REAL,1
2084,2084,Stephen Koff,"""Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.""",George Voinovich,True,REAL,1
2085,2085,Lukas Pleva,"""Police officers in this state have that right,"" to check the immigration status of people they arrest.",Bill McCollum,True,REAL,1
2086,2086,Cristina Silva,"""(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.""",Florida Democratic Party,True,REAL,1
2087,2087,Louis Jacobson,"During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""",George Will,True,REAL,1
2088,2088,Aaron Sharockman,"""Jeff Greene can buy anything"" ...  he owns two mansions.",Kendrick Meek,True,REAL,1
2089,2089,Aaron Marshall,"""The first professional baseball team was from an Ohio city.""",Yvette McGee Brown,True,REAL,1
2090,2090,W. Gardner,"""Today almost half our debt is owned by foreigners.""",Jeb Hensarling,True,REAL,1
2091,2091,Lukas Pleva,"Over the last 10 years, incomes for the top 1 percent ""have grown."" Meanwhile, the bottom half of the country, ""they've seen their wages stagnate.""",Donna Brazile,True,REAL,1
2092,2092,Amy Sherman,"""There are more pain clinics in Broward County than there are McDonald's in Broward County.""",Dave Aronberg,True,REAL,1
2093,2093,Angie Drobnic,"Democratic candidate Jeff Greene ""ran for Congress as a California Republican.""",Kendrick Meek,True,REAL,1
2094,2094,Louis Jacobson,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,Marc Morial,True,REAL,1
2095,2095,Lukas Pleva,"""We've seen six months of positive job growth by the private sector.""",Timothy Geithner,True,REAL,1
2096,2096,W. Gardner,"""Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""",John King,True,REAL,1
2097,2097,Stephen Koff,Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.,Sherrod Brown,True,REAL,1
2098,2098,Reginald Fields,"""Education Week rates Ohio schools in the top five in the nation.""",Yvette McGee Brown,True,REAL,1
2099,2099,Robert Higgs,"""In the 18th Congressional District, 100% of electric generation comes from coal.""",Bob Gibbs,True,REAL,1
2100,2100,Robert Higgs,"""Since 1904, the Ohio victor has won the presidency 25 out of 27 times """,John Kasich,True,REAL,1
2101,2101,Robert Higgs,"""The War in Afghanistan is officially the longest war Americans have ever been asked to endure.""",Dennis Kucinich,True,REAL,1
2102,2102,Aaron Sharockman,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""",Alex Sink,True,REAL,1
2103,2103,Trenton Daniel,"Maurice Ferre says Kendrick Meek ""has voted 98.6 percent of the time with the Democrat party.""",Maurice Ferre,True,REAL,1
2104,2104,Robert Farley,"""I never called for a partition"" of Iraq.",Joe Biden,True,REAL,1
2105,2105,Eric Stirgus,"""Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.""",Barney Simms,True,REAL,1
2106,2106,C. Eugene,"Providence has ""the lowest crime rate in three decades.""",David Cicilline,True,REAL,1
2107,2107,Cristina Silva,"""Forty cents of every dollar being spent by the federal government is being borrowed from my children.""",Marco Rubio,True,REAL,1
2108,2108,Lukas Pleva,"""We're spending $1 trillion a year on our foreign policy.""",Ron Paul,True,REAL,1
2109,2109,W. Gardner,"Says Texas has one state inspector for every 4,500 oil and gas wells.",Jeff Weems,True,REAL,1
2110,2110,Cristina Silva,"""Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.""",Charlie Crist,True,REAL,1
2111,2111,John Bartosek,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""",John Thrasher,True,REAL,1
2112,2112,Ciara O'Rourke,"""Only about a third"" of Texans who enroll in college graduate.",Scott Hochberg,True,REAL,1
2113,2113,Ciara O'Rourke,"""Sen. McConnell offered a fully paid two-month extension of unemployment insurance.""",John Cornyn,True,REAL,1
2114,2114,Louis Jacobson,"""We spend three times more on entitlements and debt services than we do on defense.""",Sarah Palin,True,REAL,1
2115,2115,C. Eugene,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",Gina Raimondo,True,REAL,1
2116,2116,Cristina Silva,"""Florida’s high school graduation rate falls well below the national average.""",Alex Sink,True,REAL,1
2117,2117,Robert Farley,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""",Alexi Giannoulias,True,REAL,1
2118,2118,Laura Figueroa,“We are picking up oil with shovels and paper and plastic bags.”,Marco Rubio,True,REAL,1
2119,2119,Alex Holt,"""Crime is down in Arizona.""",Al Hunt,True,REAL,1
2120,2120,Jim Tharpe,“I have filed every disclosure that has ever been required.”,Gail Buckner,True,REAL,1
2121,2121,Cynthia Needham,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Democratic Governors Association,True,REAL,1
2122,2122,Ciara O'Rourke,"""We’re No. 1 in child hunger.""",Carol Morgan,True,REAL,1
2123,2123,Cristina Silva,"""I have spent virtually every weekend since Memorial Day in the Panhandle.""",Charlie Crist,True,REAL,1
2124,2124,Eric Stirgus,"""Georgia has the most restrictive ballot access laws in the country.”",Mary Norwood,True,REAL,1
2125,2125,Willoughby Mariano,"Says he ""fought against $3 billion in cuts to public education since 2003.""",DuBose Porter,True,REAL,1
2126,2126,C. Eugene,"Langevin votes “the party line about 98 percent of the time.""",Mark S. Zaccaria,True,REAL,1
2127,2127,Jim Tharpe,Georgia has “more illegal aliens than the state of Arizona.”,Jeff Chapman,True,REAL,1
2128,2128,Louis Jacobson,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",Vern Buchanan,True,REAL,1
2129,2129,Cristina Silva,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",Fair Districts Florida,True,REAL,1
2130,2130,Amy Sherman,"Rick Scott “has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",Bill McCollum,True,REAL,1
2131,2131,Robert Farley,"""Obama put a 10 percent tax on tanning.""",Snooki,True,REAL,1
2132,2132,Louis Jacobson,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",John McCain,True,REAL,1
2133,2133,Louis Jacobson,"""The House has never failed to pass a budget in the modern era.""",John Boehner,True,REAL,1
2134,2134,Laura Figueroa,"Bill McCollum has ""recovered $200 million in Medicaid fraud.""",Jeb Bush,True,REAL,1
2135,2135,Willoughby Mariano,"Georgia has ""a dropout rate that’s higher"" than Alabama's.",John Oxendine,True,REAL,1
2136,2136,Alex Holt,"California's credit rating is ""the worst in the country.""",Jerry Brown,True,REAL,1
2137,2137,Aaron Sharockman,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""",Bill McCollum,True,REAL,1
2138,2138,Aaron Sharockman,"""Almost 1 million children ... have no health insurance in this state.""",Bud Chiles,True,REAL,1
2139,2139,Willoughby Mariano,"""Fulton County has successfully reduced the number of pregnancies"" among 15- to 19-year-olds.",Fulton County Government,True,REAL,1
2140,2140,Bill Varian,"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",David Caton,True,REAL,1
2141,2141,Eric Stirgus,"""For now, we are still below average in the metro region.""",Francis Kung'u,True,REAL,1
2142,2142,Amy Sherman,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""",Marco Rubio,True,REAL,1
2143,2143,Angie Drobnic,"""The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.""",Colin Powell,True,REAL,1
2144,2144,Louis Jacobson,"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""",Michael Steele,True,REAL,1
2145,2145,Louis Jacobson,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,Chris Matthews,True,REAL,1
2146,2146,Amy Sherman,"""Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.""",Kendrick Meek,True,REAL,1
2147,2147,Aaron Sharockman,"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",Michael Steele,True,REAL,1
2148,2148,Aaron Sharockman,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",Alex Sink,True,REAL,1
2149,2149,Amy Sherman,"""Rick Scott's even saying he wants more offshore drilling.""",Alex Sink,True,REAL,1
2150,2150,Trenton Daniel,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",Florida Democratic Party,True,REAL,1
2151,2151,Ciara O'Rourke,"""Texas has, now, the highest share of minimum-wage workers in the nation.""",Linda Chavez-Thompson,True,REAL,1
2152,2152,Louis Jacobson,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",George Will,True,REAL,1
2153,2153,Robert Farley,"""Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.""",John Cornyn,True,REAL,1
2154,2154,Angie Drobnic,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",John Barrasso,True,REAL,1
2155,2155,Aaron Sharockman,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",Vern Buchanan,True,REAL,1
2156,2156,Robert Farley,"""We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.""",Michael Bloomberg,True,REAL,1
2157,2157,Aaron Sharockman,"Scott Maddox is a ""lobbyist.""",Adam Putnam,True,REAL,1
2158,2158,Ciara O'Rourke,"""If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state.""",Rick Perry,True,REAL,1
2159,2159,Aaron Sharockman,"""Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.""",Progress Florida,True,REAL,1
2160,2160,Catharine Richert,"""At the moment, energy companies spend 0.25 percent on R&D.""",Katrina vanden Heuvel,True,REAL,1
2161,2161,W. Gardner,"Says Texas General Land Office “has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""",Jerry Patterson,True,REAL,1
2162,2162,Aaron Sharockman,"""By registration fewer than 20 percent of Florida voters are Independents.""",Marco Rubio,True,REAL,1
2163,2163,Catharine Richert,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",Arlen Specter,True,REAL,1
2164,2164,Aaron Sharockman,"""Daniel Webster said he's out. Now he says he's in.""",Alan Grayson,True,REAL,1
2165,2165,Angie Drobnic,"""Fifteen years ago, the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP.""",Sherrod Brown,True,REAL,1
2166,2166,W. Gardner,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""",Chet Edwards,True,REAL,1
2167,2167,Lukas Pleva,"""Bill Young uses his campaign money for, among other things, a luxury car.""",Charlie Justice,True,REAL,1
2168,2168,Meghan Ashford-Grooms,"""By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.""",Bill White,True,REAL,1
2169,2169,Aaron Sharockman,"""Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!""",Rick Scott,True,REAL,1
